pos_name,salary_low_bound,salary_high_bound,salary_fee_months,main_tech,pos_keyword,pos_domain,city,location,degree,exp,person_in_charge,charge_pos,pos_responsibility,pos_requirement,pos_detail,enterprise,enterprise_scale,create_time
高级java开发工程师,20.0,35.0,15,"spring,java,mysql,mybatis,redis","spring,java,mysql,mybatis,redis",,上海,,本科,5-10年,陈先生,高级招聘专员,,,,网易集团,已上市,2022-06-11 23:33:23,https://www.liepin.com/job/1935228579.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=31&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=31
高级java工程师,15.0,25.0,12,分布式,分布式,,重庆,,本科,5-10年,董女士,综合办负责人,,,,重庆交大交通安全科技研究院有限公司,1-49人,2022-06-11 23:33:23,https://www.liepin.com/job/1939681803.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=32&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=32
java后端开发,12.0,20.0,12,"框架开发,框架设计,系统开发,架构设计,消息队列,Java,Framework","框架开发,框架设计,系统开发,架构设计,消息队列,Java,Framework",,上海,,本科,1-3年,杨女士,HRBP,,,,采日能源,B轮,2022-06-11 23:33:23,https://www.liepin.com/job/1949918987.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=33&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=33
高级Java开发工程师,30.0,50.0,13,"框架开发,框架设计","框架开发,框架设计",,上海,黄浦区,统招本科,5-10年,余女士,猎头顾问,,,,某上海交通物流运输上市公司,已上市,2022-06-11 23:33:23,https://www.liepin.com/a/37217033.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=34&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=34
Java工程,20.0,35.0,13,"SpringMVC,JVM,Spring,架构开发,架构设计,Java,Tomcat","SpringMVC,JVM,Spring,架构开发,架构设计,Java,Tomcat",,北京,,大专及以上,3-5年,谭先生,猎头顾问,,,,国内某芯片行业,B轮,2022-06-11 23:33:23,https://www.liepin.com/a/37328987.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=35&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=35
中级java开发工程师,16.0,25.0,12,"Mybatis,框架开发,框架设计","Mybatis,框架开发,框架设计",,深圳,南山区,统招本科,3-5年,赵女士,猎聘顾问,,,,软通动力,10000人以上,2022-06-11 23:33:23,https://www.liepin.com/job/1945145663.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=36&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=36
java工程师,12.0,20.0,12,"模块开发,移动开发,功能开发,IT/信息化领域,架构设计,Java,Rust,R语言,MySQL,Apache","模块开发,移动开发,功能开发,IT/信息化领域,架构设计,Java,Rust,R语言,MySQL,Apache",,深圳,龙华区,大专,1-3年,张女士,人事,,,,深圳市企橙科技有限公司,1-49人,2022-06-11 23:33:23,https://www.liepin.com/job/1949876575.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=37&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=37
后端java开发工程师,15.0,30.0,16,"Vue,后端开发,React,云计算领域,Angular","Vue,后端开发,React,云计算领域,Angular",,成都,郫都区,统招本科,经验不限,严先生,软件工程师,,,,华为,10000人以上,2022-06-11 23:33:23,https://www.liepin.com/job/1950059521.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=38&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=38
资深软件开发工程师/资深JAVA开发,10.0,25.0,12,"spring,java,mysql,数据库,hibernate,struts,sql,jquery,javascript,css","spring,java,mysql,数据库,hibernate,struts,sql,jquery,javascript,css",,上海,,统招本科,3-5年,卫女士,,,,,上海亚璘信息科技有限公司,1-49人,2022-06-11 23:33:23,https://www.liepin.com/job/1939476689.shtml?d_sfrom=search_prime&d_ckId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_curPage=6&d_pageSize=40&d_headId=1ee16f3bdf94a8b21fcbce515ba2cabd&d_posi=39&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=6&pageSize=40&index=39
资深软件开发工程师/资深JAVA开发,10.0,25.0,12,"spring,java,mysql,数据库,hibernate,struts,sql,jquery,javascript,css","spring,java,mysql,数据库,hibernate,struts,sql,jquery,javascript,css",,上海,,统招本科,3-5年,卫女士,,,,,上海亚璘信息科技有限公司,1-49人,2022-06-11 23:33:33,https://www.liepin.com/job/1939476689.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=0&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=0
【全国Remote】高级Java开发工程师,20.0,25.0,13,"React,Node.js,Java,Web Service","React,Node.js,Java,Web Service",,上海,,统招本科,经验不限,雷女士,Senior Recruiter,,,,普华永道信息技术,10000人以上,2022-06-11 23:33:33,https://www.liepin.com/job/1949879133.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=1&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=1
java后端工程师,10.0,30.0,12,"Hibernate,Spring,Java,MySQL,Javascript,CSS,Redis,MINA,Netty","Hibernate,Spring,Java,MySQL,Javascript,CSS,Redis,MINA,Netty",,济南,,统招本科,1-3年,张女士,人力资源主管,,,,山东产业技术研究院智能计算研究院,50-99人,2022-06-11 23:33:33,https://www.liepin.com/job/1946758879.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=2&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=2
JAVA架构师,20.0,30.0,12,"分布式,java,数据库,dubbo,shell,python,docker,go","分布式,java,数据库,dubbo,shell,python,docker,go",,成都,郫都区,本科,5-10年,叶女士,管培生,,,,鲜生活冷链物流有限公司,500-999人,2022-06-11 23:33:33,https://www.liepin.com/job/1927724979.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=3&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=3
高级java开发工程师,30.0,55.0,14,"框架开发,框架设计","框架开发,框架设计",,上海,,统招本科,经验不限,田女士,猎头顾问,,,,某快递公司,已上市,2022-06-11 23:33:33,https://www.liepin.com/a/37213181.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=4&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=4
JAVA架构师,28.0,45.0,15,"技术管理,JVM,团队管理,技术战略,消息队列","技术管理,JVM,团队管理,技术战略,消息队列",,北京,西城区,统招本科,5-10年,孙女士,猎头顾问,,,,某知名公司,战略融资,2022-06-11 23:33:33,https://www.liepin.com/a/35557545.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=5&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=5
高级java开发工程师,20.0,30.0,16,"spring,java,mysql,数据库,sql,python","spring,java,mysql,数据库,sql,python",,北京,西城区,统招本科,5-10年,李女士,人力经理,,,,易天气科技,战略投资,2022-06-11 23:33:33,https://www.liepin.com/job/1943612819.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=6&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=6
java,20.0,40.0,12,"框架开发,框架设计,模块开发,架构设计,Java,PHP,SQL","框架开发,框架设计,模块开发,架构设计,Java,PHP,SQL",,北京,,统招本科,经验不限,宋先生,高级招聘经理,,,,好大夫在线,500-999人,2022-06-11 23:33:33,https://www.liepin.com/job/1913650037.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=7&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=7
java工程师,10.0,14.0,12,"分布式,spring,java,mysql,数据库,hibernate,struts","分布式,spring,java,mysql,数据库,hibernate,struts",,杭州,,统招本科,1-3年,林先生,招聘经理,,,,随寓青年社区,100-499人,2022-06-11 23:33:33,https://www.liepin.com/job/1944326955.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=8&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=8
java开发工程师,25.0,40.0,12,"框架开发,框架设计,Java","框架开发,框架设计,Java",,广州,天河区,硕士,经验不限,汪先生,,,,,中国电信股份有限公司研究院,已上市,2022-06-11 23:33:33,https://www.liepin.com/job/1935274499.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=9&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=9
Java开发工程师,14.0,28.0,13,"Java,Spring Boot,Spring,Mybatis,后端开发,Shiro,MySQL","Java,Spring Boot,Spring,Mybatis,后端开发,Shiro,MySQL",,武汉,武昌区,统招本科,5-10年,邵女士,集团招聘经理,,,,北京沃丰时代数据科技有限公司,C轮,2022-06-11 23:33:33,https://www.liepin.com/job/1949759147.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=10&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=10
高级java开发工程师,25.0,35.0,15,"功能开发,模块开发,框架开发,框架设计,架构设计,Java,MySQL,消息队列","功能开发,模块开发,框架开发,框架设计,架构设计,Java,MySQL,消息队列",,上海,,本科及以上,3-5年,周女士,猎头顾问,,,,某知名互联网公司,战略融资,2022-06-11 23:33:33,https://www.liepin.com/a/37020647.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=11&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=11
Java开发工程师 (MJ000038),20.0,35.0,16,"需求分析,模块开发,Netty,Redis,MySQL,Java,Kafka,Elasticsearch,SQL,Nginx","需求分析,模块开发,Netty,Redis,MySQL,Java,Kafka,Elasticsearch,SQL,Nginx",,成都,高新区,本科,5-10年,白先生,hrbp,,,,东方财富,沪深A股上市,2022-06-11 23:33:33,https://www.liepin.com/job/1949902313.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=12&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=12
java开发,20.0,30.0,12,SpringBoot,SpringBoot,,深圳,龙岗区,本科,3-5年,魏女士,JAVA,,,,华为,10000人以上,2022-06-11 23:33:33,https://www.liepin.com/job/1949623107.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=13&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=13
Java开发工程师（柜面）,15.0,30.0,13,"框架设计,框架开发,系统开发,架构设计,Vue,React,Java","框架设计,框架开发,系统开发,架构设计,Vue,React,Java",,北京,东城区,统招本科,3-5年,赵女士,人事招聘专员,,,,北银金融科技有限责任公司,100-499人,2022-06-11 23:33:33,https://www.liepin.com/job/1947914601.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=14&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=14
java工程师,15.0,30.0,17,"系统开发,金融领域,容器","系统开发,金融领域,容器",,西安,高新区,统招本科,经验不限,林先生,招人,,,,兴业数金,500-999人,2022-06-11 23:33:33,https://www.liepin.com/job/1949835999.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=15&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=15
中高级java工程师,20.0,30.0,14,"Mybatis,Spring,模块开发,Kafka,Redis,RabbitMQ","Mybatis,Spring,模块开发,Kafka,Redis,RabbitMQ",,北京,海淀区,本科,5-10年,周女士,HRBP,,,,用友网络科技股份有限公司,已上市,2022-06-11 23:33:33,https://www.liepin.com/job/1949551005.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=16&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=16
Java工程师,11.0,19.0,14,"框架开发,框架设计,模块开发,通信领域,功能开发,IT/信息化领域,PostgreSQL,Oracle,ArcGIS","框架开发,框架设计,模块开发,通信领域,功能开发,IT/信息化领域,PostgreSQL,Oracle,ArcGIS",,武汉,江夏区,学历不限,经验不限,刘女士,猎头顾问,,,,某地理信息系统研发公司,已上市,2022-06-11 23:33:33,https://www.liepin.com/a/36333181.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=17&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=17
java,30.0,25.0,15,,,,北京,,本科,5-10年,郭享,RPO项目经理,,,,猎聘测测北京生僻字,50-99人,2022-06-11 23:33:33,https://www.liepin.com/rpojob/75807/?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=18&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=18
Java开发工程师,20.0,13.0,13,,,,上海,,本科,1-3年,武凯,RPO项目经理,,,,校聘网,100-499人,2022-06-11 23:33:33,https://www.liepin.com/rpojob/73625/?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=19&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=19
Java开发工程师,20.0,13.0,13,,,,上海,,本科,1-3年,武凯,RPO项目经理,,,,上海笑聘网络科技有限公司,B轮,2022-06-11 23:33:33,https://www.liepin.com/rpojob/73623/?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=20&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=20
Java开发工程师,20.0,13.0,13,,,,上海,,本科,3-5年,武凯,RPO项目经理,,,,勋厚人力,B轮,2022-06-11 23:33:33,https://www.liepin.com/rpojob/71689/?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=21&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=21
java后台开发,10.0,18.0,12,,,,兰州,七里河区,大专,1-3年,沈女士,HR,,,,南京智赋未来科技有限公司,50-99人,2022-06-11 23:33:33,https://www.liepin.com/job/1950310549.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=22&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=22
中级java开发工程师,13.0,16.0,13,,,,上海,浦东新区,大专,3-5年,王先生,项目外包经理,,,,上海协拓网络科技有限公司,1-49人,2022-06-11 23:33:33,https://www.liepin.com/job/1950309319.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=23&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=23
java工程师,10.0,15.0,12,"后端开发,系统开发,框架开发,Java,保险领域,IT/信息化领域,医疗领域","后端开发,系统开发,框架开发,Java,保险领域,IT/信息化领域,医疗领域",,北京,朝阳区,本科,1-3年,杨先生,技术总监,,,,北京启跃智讯科技有限公司,1-49人,2022-06-11 23:33:33,https://www.liepin.com/job/1950308893.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=24&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=24
java软件开发,7.0,18.0,12,,,,北京,昌平区,统招本科,经验不限,朱女士,HR,,,,北京耐思云科技有限公司,100-499人,2022-06-11 23:33:33,https://www.liepin.com/job/1950308385.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=25&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=25
Java后端开发工程师,20.0,25.0,12,,,,天津,河东区,统招本科,5-10年,段先生,综管部经理,,,,天津市河东区丽滋卡尔医院有限公司,融资未公开,2022-06-11 23:33:33,https://www.liepin.com/job/1950306239.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=26&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=26
Java,10.0,20.0,13,,,,杭州,余杭区,本科,5-10年,盛女士,市场部主管,,,,杭州伦萨科技有限公司,,2022-06-11 23:33:33,https://www.liepin.com/job/1950305937.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=27&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=27
java工程师,20.0,30.0,12,"SQL,后端开发,Java,云计算领域","SQL,后端开发,Java,云计算领域",,长沙,岳麓区,本科,经验不限,袁先生,java开发,,,,华为,10000人以上,2022-06-11 23:33:33,https://www.liepin.com/job/1950305369.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=28&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=28
java软件开发,15.0,25.0,14,"Vue,SpringBoot,全栈开发,SQL,Spring Boot,MySQL,IT/信息化领域,商业信息化,通信领域","Vue,SpringBoot,全栈开发,SQL,Spring Boot,MySQL,IT/信息化领域,商业信息化,通信领域",,济南,高新区,本科,经验不限,徐先生,java高级软件工程师,,,,华为,10000人以上,2022-06-11 23:33:33,https://www.liepin.com/job/1950304785.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=29&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=29
java工程师,15.0,30.0,14,"SpringCloud,SpringBoot,Java,全栈开发,Spring,MySQL,通信领域","SpringCloud,SpringBoot,Java,全栈开发,Spring,MySQL,通信领域",,济南,高新区,本科,经验不限,徐先生,java高级软件工程师,,,,华为,10000人以上,2022-06-11 23:33:33,https://www.liepin.com/job/1950304747.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=30&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=30
java开发,15.0,30.0,14,"SpringCloud,SpringBoot,Java,SQL,全栈开发,Javascript,Spring Cloud,MySQL,Kafka,Zookeeper","SpringCloud,SpringBoot,Java,SQL,全栈开发,Javascript,Spring Cloud,MySQL,Kafka,Zookeeper",,济南,高新区,本科,1-3年,徐先生,java高级软件工程师,,,,华为,10000人以上,2022-06-11 23:33:33,https://www.liepin.com/job/1950304685.shtml?d_sfrom=search_prime&d_ckId=020db75977cc3daf59ef1adfbeb9d1fa&d_curPage=7&d_pageSize=40&d_headId=020db75977cc3daf59ef1adfbeb9d1fa&d_posi=31&skId=null&fkId=null&ckId=null&sfrom=search_job_pc&curPage=7&pageSize=40&index=31
